GeneSymbol	VCaP_R1881-33	VCaP_R1881-13	VCaP_Dox-13	VCaP_Dox-32	VCaP_Vehicle-31	VCaP_Vehicle-13
EN2	5.520250017	5.716405898	6.981929674	6.476063504	6.656589843	4.469474295
CNPY1	0.0	0.0	0.0	0.0	0.0	0.053208027
AC008060.1	0.0	0.0	0.0	0.0	0.0	0.0
AC008060.5	0.0	0.0	0.0	0.0	0.0	0.0
AC009403.2	3.011045464	3.087693697	4.551183788	5.180850803	2.809599609	2.873233475
RBM33	101.4833842	96.84509555	99.76401734	88.4153091	86.53566796	81.780738
SHH	0.278800506	2.086279525	16.75663122	4.22648355	17.9814375	44.42870281
AC104133.1	0.0	0.0	0.0	0.0	0.0	0.0
AC021218.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-362B23.1	0.0	0.0	0.0	0.0	0.0	0.0
AC073133.2	0.0	0.04172559	0.0	0.0	0.129673828	0.159624082
AC073133.1	0.111520202	0.125176771	0.258589988	0.136338179	0.561919922	0.691704355
LINC01006	8.698575785	5.549503536	4.396029795	5.658034429	5.878546874	5.640050896
LINC00244	0.0	0.0	0.0	0.0	0.0	0.0
AC005534.6	0.0	0.0	0.0	0.0	0.043224609	0.0
RNF32	2.564964655	3.045968106	4.654619783	5.249019892	3.328294922	3.298897694
AC005534.8	0.167280304	0.292079133	0.155153993	0.136338179	0.432246094	0.159624082
LMBR1	110.3492402	120.9207613	153.3438628	162.5832785	91.50649804	115.4614193
RNU4-31P	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1121A15.3	0.0	0.0	0.0	0.0	0.0	0.0
NOM1	22.80588138	24.32601926	29.9964386	28.15383397	24.76770117	23.83719624
MNX1	19.62755562	17.23266888	17.94614516	25.08622494	20.70458789	14.25975132
MNX1-AS2	0.446080809	0.667609448	0.517179976	0.818029074	0.345796875	0.425664219
MNX1-AS1	3.512886375	3.463224011	4.396029795	5.58986534	6.570140624	5.214386678
RP4-639J15.1	0.055760101	0.0	0.051717998	0.136338179	0.0	0.0
RP4-639J15.2	0.0	0.0	0.0	0.0	0.0	0.0
RP4-639J15.3	0.0	0.0	0.0	0.0	0.0	0.0
UBE3C	326.0850717	356.5868964	276.6912871	282.3563688	211.6709121	237.3610099
RP4-814D15.2	0.055760101	0.04172559	0.258589988	0.06816909	0.043224609	0.0
RP4-814D15.1	0.111520202	0.125176771	0.155153993	0.136338179	0.043224609	0.0
RP5-1142J19.2	0.111520202	0.166902362	0.258589988	0.272676358	0.086449219	0.106416055
RP5-1142J19.1	0.167280304	0.083451181	0.103435995	0.06816909	0.172898437	0.266040137
DNAJB6	99.53178062	95.80195579	85.90359399	90.59671996	95.31026366	85.45209188
AC006372.4	0.0	0.04172559	0.0	0.0	0.172898437	0.106416055
AC006372.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006372.6	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-331D5.2	0.0	0.0	0.0	0.0	0.172898437	0.0
PTPRN2	111.4644423	94.8839928	55.38997541	67.35106044	69.98064257	57.99674978
MIR153-2	0.0	0.0	0.0	0.0	0.0	0.0
AC005481.5	1.059441923	0.542432676	1.137795947	1.36338179	1.210289062	1.38340871
AC006003.3	0.0	0.0	0.0	0.0	0.0	0.0
AC011899.9	0.892161619	0.584158267	0.517179976	0.749859985	0.302572266	0.266040137
RP11-452C13.1	0.0	0.0	0.051717998	0.136338179	0.0	0.0
AC011899.10	0.167280304	0.04172559	2.223873896	6.135218056	0.129673828	0.0
MIR595	0.055760101	0.0	0.0	0.0	0.0	0.0
AC078942.1	0.0	0.0	0.0	0.06816909	0.0	0.0
LINC01022	0.0	0.0	0.0	0.0	0.0	0.0
MIR5707	0.0	0.04172559	0.0	0.0	0.0	0.0
THAP5P1	0.334560607	0.083451181	0.568897973	0.204507269	0.302572266	0.106416055
NCAPG2	70.536528	61.0445389	79.54228029	75.05416755	50.14054687	45.28003125
AC019084.7	0.0	0.0	0.0	0.0	0.043224609	0.0
ESYT2	114.0294069	102.6866782	107.883743	120.6592884	128.3770898	126.9543532
WDR60	24.81324503	19.40239958	19.49768509	25.63157766	19.32140039	15.9624082
LINC00689	0.0	0.0	0.0	0.0	0.0	0.0
VIPR2	0.111520202	0.166902362	0.0	0.06816909	0.043224609	0.053208027
PIP5K1P2	0.0	0.04172559	0.0	0.0	0.0	0.0
AC144568.4	0.0	0.0	0.0	0.0	0.0	0.0
AC144568.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-585F1.8	0.0	0.0	0.0	0.0	0.0	0.0
WBP1LP3	0.0	0.0	0.0	0.0	0.0	0.0
OR4F21	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P8	0.0	0.04172559	0.0	0.0	0.0	0.0
RP11-585F1.6	0.0	0.0	0.0	0.0	0.129673828	0.106416055
RPL23AP53	1.003681821	0.500707086	1.034359952	1.295212701	1.080615234	0.744912383
ZNF596	4.460808095	3.212870468	3.878849819	4.294652639	5.403076171	6.331755251
RP5-855D21.3	0.055760101	0.166902362	0.155153993	0.06816909	0.043224609	0.106416055
RP5-855D21.1	0.0	0.250353543	0.362025983	0.204507269	0.216123047	0.372456191
RP5-855D21.2	0.055760101	0.0	0.103435995	0.204507269	0.086449219	0.266040137
RP11-63E5.1	0.0	0.0	0.051717998	0.0	0.0	0.0
RP11-63E5.6	0.0	0.0	0.0	0.0	0.043224609	0.0
FAM87A	0.94792172	0.542432676	0.775769964	1.227043611	2.550251953	1.968697011
FBXO25	127.4675913	121.7135475	117.5032905	100.8902525	175.1028926	179.7367163
RP11-91J19.3	0.446080809	0.333804724	0.0	0.272676358	0.086449219	0.212832109
RP11-91J19.2	0.557601012	0.458981495	0.827487961	1.090705432	2.204455078	1.170576601
TDRP	23.25196219	28.95755981	24.04886888	30.88059755	23.12516601	24.26286046
ERICH1	7.694893964	8.219941328	9.826419541	11.17973068	10.11455859	9.524236891
RP11-43A14.1	0.0	0.0	0.0	0.0	0.043224609	0.0
ERICH1-AS1	0.223040405	0.417255905	0.258589988	0.272676358	0.475470703	0.478872246
RP11-43A14.2	0.0	0.0	0.0	0.06816909	0.0	0.0
RP11-555E9.1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3212A4.2	0.167280304	0.208627952	0.362025983	0.136338179	0.086449219	0.425664219
CTD-2281E23.2	0.055760101	0.0	0.0	0.0	0.0	0.053208027
CTD-2281E23.3	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2281E23.1	0.0	0.0	0.0	0.0	0.0	0.053208027
AF067845.1	0.0	0.0	0.0	0.0	0.0	0.0
AF067845.2	0.0	0.0	0.0	0.0	0.0	0.0
AF067845.3	0.0	0.0	0.051717998	0.0	0.0	0.0
DLGAP2	0.501840911	0.04172559	0.413743981	0.545352716	2.07478125	1.915488984
DLGAP2-AS1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2336O2.2	0.0	0.0	0.0	0.0	0.0	0.0
CLN8	17.89899248	25.74468934	19.60112108	16.97410329	12.31901367	13.8340871
CTD-2336O2.3	0.055760101	0.083451181	0.0	0.0	0.086449219	0.053208027
CTD-2336O2.1	6.802732345	5.507777946	6.464749698	6.271556235	6.310792968	4.36305824
MIR596	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF10	11.65386115	10.9738303	13.55011537	8.998319816	17.5059668	18.3035614
KBTBD11-OT1	0.167280304	0.083451181	0.258589988	0.340845448	0.129673828	0.053208027
RP11-439C15.4	0.223040405	0.083451181	0.310307986	0.204507269	0.216123047	0.372456191
KBTBD11	32.28509859	41.09970664	58.23446528	50.51329533	56.88358593	57.78391767
RP11-439C15.5	0.0	0.083451181	0.103435995	0.136338179	0.0	0.053208027
RP11-1049H7.2	0.0	0.0	0.0	0.0	0.0	0.0
MYOM2	0.446080809	0.04172559	0.413743981	0.340845448	0.734818359	0.372456191
MIR7160	0.0	0.0	0.0	0.0	0.0	0.0
AC133633.2	0.0	0.0	0.0	0.0	0.0	0.0
CH17-31A6.1	0.0	0.0	0.0	0.0	0.0	0.0
CH17-174L20.1	0.0	0.0	0.0	0.0	0.0	0.0
AC133633.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-378A12.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-134O21.1	0.0	0.0	0.0	0.0	0.0	0.0
GS1-57L11.1	0.0	0.0	0.0	0.0	0.0	0.0
CSMD1	0.0	0.0	0.0	0.0	0.0	0.0
AC021523.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-279L11.1	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP251	0.0	0.0	0.0	0.0	0.0	0.0
PAICSP4	0.334560607	0.500707086	0.672333969	0.818029074	0.216123047	0.212832109
RP11-221H10.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-221H10.2	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL318P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-29A2.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-745K9.2	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP54	0.0	0.0	0.0	0.0	0.0	0.0
RP5-991O23.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-281H11.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-281H11.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-728L1.1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP159	0.0	0.0	0.0	0.0	0.0	0.0
AC079054.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-158A14.1	0.055760101	0.0	0.0	0.0	0.0	0.0
RP11-124B13.1	0.055760101	0.0	0.0	0.0	0.043224609	0.0
RP11-115C21.2	1.059441923	0.8762374	0.568897973	1.090705432	1.772208984	0.79812041
MCPH1	20.35243693	19.90310667	16.96350321	16.42875057	16.07955469	17.34581691
RP11-115C21.4	0.0	0.0	0.0	0.0	0.0	0.0
ANGPT2	1.059441923	0.500707086	0.103435995	0.272676358	0.043224609	0.212832109
CTD-2541M15.3	0.0	0.0	0.051717998	0.0	0.0	0.0
MCPH1-AS1	0.334560607	0.083451181	0.20687199	0.136338179	0.129673828	0.266040137
MIR8055	0.0	0.04172559	0.051717998	0.06816909	0.0	0.053208027
AGPAT5	46.00208348	50.5296901	55.33825742	57.94372608	47.5038457	49.2706333
MIR4659B	0.0	0.04172559	0.0	0.0	0.0	0.0
XKR5	0.0	0.04172559	0.465461978	0.409014537	0.259347656	0.532080273
GS1-24F4.2	0.055760101	0.0	0.051717998	0.06816909	0.043224609	0.0
DEFB1	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP96	0.0	0.0	0.0	0.0	0.0	0.0
DEFA6	0.0	0.0	0.0	0.0	0.0	0.0
GS1-24F4.3	0.0	0.0	0.0	0.0	0.0	0.0
DEFA4	0.0	0.0	0.0	0.0	0.0	0.0
DEFA8P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA9P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA10P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA1	0.0	0.0	0.0	0.0	0.0	0.0
DEFT1P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA1B	0.0	0.0	0.0	0.0	0.0	0.0
DEFA3	0.0	0.0	0.0	0.0	0.0	0.0
DEFT1P2	0.0	0.0	0.0	0.0	0.0	0.0
DEFA11P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA7P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA5	0.0	0.0	0.0	0.0	0.0	0.0
AF238378.7	0.0	0.0	0.0	0.0	0.0	0.0
AF228730.8	0.0	0.04172559	0.0	0.0	0.0	0.053208027
AF228730.1	0.0	0.0	0.0	0.0	0.0	0.0
RPS3AP30	0.0	0.0	0.0	0.0	0.0	0.0
SNRPCP6	0.0	0.0	0.0	0.0	0.043224609	0.0
SNRPCP15	0.0	0.0	0.0	0.0	0.0	0.0
RPS3AP33	0.0	0.0	0.0	0.0	0.0	0.0
AF228730.2	0.0	0.0	0.0	0.0	0.0	0.0
AF228730.5	0.0	0.0	0.0	0.0	0.0	0.0
AF228730.13	0.0	0.0	0.0	0.0	0.0	0.0
OR7E125P	0.0	0.04172559	0.0	0.0	0.0	0.0
FAM90A15P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A3P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A4P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A13P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A5P	0.0	0.0	0.051717998	0.0	0.0	0.0
FAM90A20P	0.0	0.0	0.051717998	0.0	0.0	0.0
FAM66B	1.672803036	1.585572439	1.344667937	0.818029074	2.204455078	1.543032792
DEFB109P1B	0.0	0.0	0.0	0.0	0.0	0.0
USP17L1	0.0	0.0	0.0	0.0	0.0	0.0
USP17L4	0.0	0.0	0.0	0.0	0.0	0.0
AC130360.8	0.0	0.0	0.0	0.0	0.0	0.0
ZNF705G	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P2	0.0	0.0	0.0	0.0	0.0	0.0
DEFB4B	0.0	0.0	0.0	0.0	0.0	0.0
HSPD1P3	0.0	0.0	0.0	0.0	0.0	0.0
DEFB103B	0.0	0.0	0.0	0.0	0.0	0.0
SPAG11B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB104B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB106B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB105B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB107B	0.0	0.0	0.0	0.0	0.0	0.0
PRR23D1	0.055760101	0.04172559	0.103435995	0.06816909	0.216123047	0.106416055
FAM90A6P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A7P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A21P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A22P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A23P	0.0	0.0	0.0	0.0	0.0	0.0
OR7E157P	0.0	0.04172559	0.0	0.0	0.086449219	0.0
RP11-1118M6.2	0.0	0.0	0.0	0.0	0.0	0.0
AC084121.14	0.0	0.0	0.0	0.0	0.0	0.0
OR7E154P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A14P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A18P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A16P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A8P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A17P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A19P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A9P	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A10P	0.0	0.0	0.051717998	0.0	0.0	0.0
PRR23D2	0.0	0.0	0.0	0.0	0.0	0.0
AC084121.17	0.0	0.0	0.0	0.0	0.0	0.0
DEFB107A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB105A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB106A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB104A	0.0	0.0	0.0	0.0	0.0	0.0
SPAG11A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB103A	0.0	0.0	0.0	0.0	0.0	0.0
HSPD1P2	0.0	0.0	0.0	0.0	0.0	0.0
DEFB4A	0.0	0.0	0.0	0.0	0.0	0.0
ZNF705B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P1	0.0	0.0	0.0	0.0	0.0	0.0
FAM66E	0.111520202	0.04172559	0.0	0.0	0.043224609	0.0
RP11-1195F20.7	0.0	0.0	0.0	0.0	0.0	0.0
USP17L8	0.0	0.0	0.0	0.0	0.0	0.0
USP17L3	0.0	0.0	0.0	0.0	0.0	0.0
FAM90A11P	0.0	0.04172559	0.0	0.0	0.0	0.0
FAM90A24P	0.0	0.0	0.051717998	0.06816909	0.043224609	0.0
FAM90A12P	0.0	0.04172559	0.0	0.0	0.0	0.0
OR7E96P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-52B19.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-52B19.10	0.0	0.0	0.0	0.0	0.0	0.0
MIR548I3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-52B19.1	0.0	0.0	0.0	0.0	0.0	0.0
SNRPCP17	0.0	0.0	0.0	0.0	0.0	0.0
ENPP7P1	0.0	0.0	0.0	0.0	0.0	0.0
FAM85B	0.0	0.0	0.0	0.0	0.0	0.159624082
RP11-556O5.6	0.0	0.0	0.0	0.0	0.0	0.0
FAM86B3P	0.501840911	0.917962991	2.844489867	1.499719969	2.679925781	2.234737148
ALG1L13P	0.111520202	0.125176771	0.362025983	0.340845448	0.345796875	0.585288301
SGK223	27.21092938	36.80197082	15.51539928	12.20226702	17.03049609	14.47258343
CTA-398F10.1	0.0	0.0	0.0	0.0	0.0	0.0
CTA-398F10.2	0.167280304	0.250353543	0.103435995	0.136338179	0.043224609	0.0
CTD-3023L14.3	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3023L14.1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3023L14.2	0.0	0.0	0.0	0.0	0.0	0.0
AC114550.1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL178P	0.0	0.0	0.0	0.0	0.0	0.0
AC087269.1	0.0	0.0	0.0	0.0	0.0	0.0
CLDN23	3.066805565	4.089107869	2.99964386	1.976903596	3.198621093	2.97964953
RP11-211C9.1	0.0	0.0	0.0	0.06816909	0.0	0.0
MFHAS1	55.14674007	52.24043931	43.02937399	40.90145371	44.00265234	40.17206063
RNU6-682P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-62H7.3	0.055760101	0.125176771	0.0	0.0	0.043224609	0.0
RP11-62H7.2	0.0	0.166902362	0.0	0.0	0.086449219	0.0
ERI1	11.37506064	12.93493305	10.34359952	10.4298707	9.59586328	9.1517807
MIR4660	0.0	0.0	0.0	0.0	0.0	0.0
RNU7-55P	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R3B	21.85795966	20.27863698	20.06658306	20.92791048	31.33784179	33.46784919
RP11-10A14.3	0.0	0.04172559	0.0	0.0	0.0	0.0
RP11-10A14.4	0.111520202	0.083451181	0.258589988	0.06816909	0.302572266	0.319248164
RP11-10A14.9	0.0	0.04172559	0.0	0.0	0.043224609	0.053208027
RP11-10A14.6	0.0	0.0	0.051717998	0.0	0.0	0.0
RP11-10A14.5	0.0	0.0	0.0	0.0	0.0	0.0
RP11-10A14.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-115J16.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-10A14.7	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1151P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-115J16.3	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-526P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-115J16.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-375N15.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-375N15.2	0.0	0.083451181	0.0	0.0	0.043224609	0.053208027
TNKS	50.90897238	41.35006019	54.87279544	57.67104973	68.85680273	72.68216532
RP11-1081K18.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR597	0.0	0.0	0.0	0.0	0.0	0.0
LINC00599	0.0	0.0	0.0	0.06816909	0.0	0.0
MIR124-1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1E4.1	0.0	0.0	0.0	0.0	0.0	0.053208027
MSRA	5.63177022	6.091936213	4.2925938	4.567328997	2.161230469	2.287945175
AC023385.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-212F11.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-981G7.1	0.0	0.0	0.20687199	0.06816909	0.0	0.0
LINCR-0001	0.0	0.083451181	0.103435995	0.0	0.0	0.0
RNU6-729P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-981G7.3	0.0	0.0	0.0	0.0	0.0	0.0
PRSS51	0.0	0.0	0.0	0.06816909	0.0	0.106416055
RP11-981G7.6	0.055760101	0.083451181	0.0	0.136338179	0.0	0.0
PRSS55	0.0	0.0	0.0	0.0	0.0	0.0
RP1L1	0.223040405	0.542432676	0.155153993	0.477183627	0.432246094	0.478872246
MIR4286	0.0	0.0	0.0	0.0	0.0	0.053208027
C8orf74	0.613361113	0.208627952	0.362025983	0.06816909	0.734818359	0.904536464
RNA5SP252	0.0	0.0	0.0	0.0	0.0	0.0
SOX7	5.743290422	5.716405898	4.70633778	3.681130834	5.575974609	6.544587361
CTD-2135J3.4	0.0	0.0	0.0	0.0	0.043224609	0.0
CTD-2135J3.3	0.223040405	0.083451181	0.0	0.0	0.129673828	0.053208027
PINX1	1.728563137	1.835925982	1.965283908	2.113241775	1.556085937	1.59624082
RP11-177H2.2	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-177H2.1	0.055760101	0.125176771	0.0	0.06816909	0.172898437	0.212832109
XKR6	3.847446982	5.090522041	5.068363763	4.15831446	4.884380859	4.203434159
MIR598	0.055760101	0.0	0.0	0.0	0.0	0.0
AF131215.6	0.0	0.0	0.0	0.0	0.0	0.053208027
AF131215.9	2.230404047	2.795614563	4.137439807	2.863101759	2.939273437	4.682306404
AF131215.2	5.910570726	7.594057471	9.050649577	7.294092578	9.293291015	12.39747037
AF131215.3	0.055760101	0.04172559	0.051717998	0.06816909	0.043224609	0.0
AF131215.4	0.055760101	0.0	0.0	0.0	0.0	0.0
AF131215.1	0.0	0.0	0.0	0.0	0.0	0.0
AF131215.8	0.055760101	0.04172559	0.155153993	0.136338179	0.129673828	0.053208027
LINC00529	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P13	0.0	0.0	0.0	0.0	0.0	0.0
CTC-493P15.2	0.0	0.0	0.0	0.0	0.0	0.0
AF131216.1	0.111520202	0.292079133	0.103435995	0.204507269	0.086449219	0.053208027
MTMR9	34.90582334	31.79489996	13.23980738	15.95156695	12.23256445	13.35521486
AF131216.6	0.278800506	0.250353543	0.051717998	0.06816909	0.043224609	0.053208027
SLC35G5	0.111520202	0.125176771	0.051717998	0.0	0.0	0.053208027
TDH	0.111520202	0.083451181	0.20687199	0.06816909	0.086449219	0.053208027
AF131216.5	0.334560607	0.208627952	0.103435995	0.0	0.086449219	0.319248164
FAM167A-AS1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL293P	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1084P	0.0	0.0	0.0	0.0	0.0	0.0
FAM167A	0.0	0.0	0.568897973	0.0	0.648369141	0.691704355
BLK	0.0	0.0	0.0	0.0	0.0	0.0
RP11-148O21.6	0.0	0.0	0.0	0.0	0.0	0.0
RP11-148O21.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-148O21.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-148O21.2	0.0	0.0	0.0	0.0	0.0	0.0
LINC00208	0.0	0.0	0.0	0.0	0.0	0.0
GATA4	0.613361113	0.375530314	0.258589988	0.409014537	0.302572266	0.159624082
C8orf49	0.0	0.0	0.0	0.0	0.0	0.0
NEIL2	5.352969714	6.175387394	8.378315609	8.998319816	8.688146484	9.577444918
SUB1P1	0.111520202	0.0	0.0	0.0	0.0	0.159624082
FDFT1	344.7089455	269.714217	200.5623946	254.0661966	133.5208183	100.8824198
RP11-297N6.4	0.0	0.04172559	0.103435995	0.136338179	0.172898437	0.053208027
CTSB	26.31876776	28.45685272	33.15123645	39.40173374	39.11827148	34.47880171
RP11-589N15.2	0.055760101	0.208627952	0.413743981	0.136338179	0.043224609	0.159624082
RP11-589N15.1	0.0	0.0	0.0	0.0	0.0	0.0
OR7E158P	0.0	0.0	0.0	0.0	0.0	0.0
OR7E161P	0.0	0.0	0.0	0.06816909	0.0	0.0
DEFB136	0.0	0.0	0.0	0.0	0.0	0.0
DEFB135	0.0	0.0	0.0	0.0	0.0	0.0
DEFB134	0.0	0.0	0.0	0.0	0.0	0.0
RP11-481A20.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-481A20.10	0.0	0.04172559	0.051717998	0.0	0.0	0.0
RP11-481A20.8	0.0	0.0	0.051717998	0.0	0.0	0.0
OR7E160P	0.0	0.0	0.0	0.136338179	0.043224609	0.0
RP11-1236K1.11	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1236K1.1	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP253	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P3	0.0	0.0	0.0	0.0	0.0	0.0
ZNF705D	0.0	0.0	0.0	0.0	0.0	0.0
FAM66D	0.111520202	0.04172559	0.103435995	0.0	0.259347656	0.106416055
RP11-1236K1.8	0.0	0.0	0.0	0.0	0.0	0.0
USP17L7	0.0	0.0	0.0	0.0	0.0	0.0
USP17L2	0.0	0.0	0.0	0.0	0.0	0.0
DEFB109P3	0.0	0.0	0.0	0.136338179	0.172898437	0.106416055
FAM90A2P	0.0	0.0	0.051717998	0.0	0.043224609	0.0
ALG1L11P	0.0	0.083451181	0.0	0.0	0.0	0.0
AC145124.1	0.0	0.0	0.0	0.0	0.0	0.0
FAM86B1	0.223040405	0.166902362	0.465461978	0.204507269	0.605144531	0.691704355
AC145124.2	0.0	0.04172559	0.051717998	0.06816909	0.302572266	0.159624082
ENPP7P12	0.0	0.0	0.0	0.06816909	0.086449219	0.106416055
ABC12-47043100G14.2	0.0	0.0	0.0	0.0	0.0	0.0
DEFB130	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP254	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P4	0.0	0.0	0.0	0.0	0.0	0.0
ZNF705CP	0.0	0.0	0.0	0.0	0.0	0.0
FAM66A	0.0	0.083451181	0.155153993	0.136338179	0.129673828	0.159624082
RP11-351I21.7	0.0	0.0	0.0	0.0	0.0	0.0
RP11-351I21.6	0.0	0.0	0.0	0.0	0.0	0.0
DEFB109P1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-351I21.11	0.0	0.0	0.0	0.0	0.043224609	0.053208027
FAM90A25P	0.0	0.0	0.258589988	0.613521806	0.0	0.053208027
ALG1L12P	0.055760101	0.0	0.0	0.0	0.086449219	0.053208027
FAM86B2	0.0	0.083451181	0.0	0.0	0.172898437	0.106416055
ENPP7P6	0.055760101	0.0	0.0	0.0	0.0	0.0
RP11-419I17.1	0.0	0.0	0.0	0.0	0.0	0.0
RPS3AP34	0.0	0.0	0.0	0.0	0.0	0.0
AC068587.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-303G3.6	0.055760101	0.0	0.0	0.0	0.043224609	0.0
RPS3AP35	0.0	0.0	0.0	0.0	0.0	0.0
AC068587.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-303G3.9	0.0	0.0	0.0	0.0	0.0	0.0
RP11-303G3.10	0.0	0.0	0.0	0.0	0.0	0.0
OR7E8P	0.0	0.0	0.0	0.0	0.0	0.0
OR7E15P	0.0	0.0	0.0	0.0	0.0	0.0
OR7E10P	0.0	0.0	0.0	0.0	0.0	0.0
MIR5692A2	0.0	0.0	0.0	0.0	0.0	0.0
LONRF1	27.9915708	21.40522793	20.11830106	41.5831446	13.26995508	9.204988727
MIR3926-2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-252C15.1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00681	0.0	0.0	0.0	0.0	0.0	0.0
AC090133.1	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1456	0.0	0.0	0.0	0.0	0.0	0.0
RP11-369K16.1	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-842P	0.0	0.0	0.0	0.0	0.0	0.0
DLC1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-10C8.2	0.0	0.0	0.0	0.0	0.0	0.0
