GeneSymbol	LNCaP_R1881_1	LNCaP_R1881_2	LNCaP_Dox_2	LNCaP_Dox_1	LNCaP_Vehicle_1	LNCaP_Vehicle_2
ST3GAL4	23.47566538	23.08865622	20.41813626	22.8320193	20.16970337	20.54694083
RP11-712L6.8	0.022507829	0.038016448	0.0	0.028767769	0.010979697	0.0
KIRREL3	0.045015657	0.063360747	0.12334376	0.028767769	0.054898485	0.030590979
KIRREL3-AS1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-115C10.1	0.045015657	0.0	0.0	0.009589256	0.0	0.0
RP11-688I9.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-688I9.5	0.0	0.0	0.0	0.0	0.0	0.0
KIRREL3-AS2	0.0	0.0	0.0	0.0	0.0	0.0
MIR3167	0.0	0.0	0.0	0.0	0.0	0.0
RP11-688I9.2	0.0	0.0	0.0	0.0	0.0	0.0
KIRREL3-AS3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-168K9.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-168K9.2	0.0	0.0	0.0	0.0	0.010979697	0.0
CTD-2234N14.2	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2234N14.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-480C22.1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP121	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP279	0.0	0.0	0.0	0.0	0.0	0.0
RP11-822P1.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-676M6.1	3.612506514	1.571346527	2.628170885	2.023333083	1.614015458	1.998610622
RP11-702B10.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-702B10.1	0.0	0.0	0.0	0.0	0.0	0.0
ETS1	0.72025052	0.658951769	0.512351003	0.604123148	1.196786972	1.080881255
MIR6090	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1007G5.2	0.0	0.0	0.0	0.009589256	0.0	0.0
RP11-264E20.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-264E20.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-744N12.3	0.0	0.0	0.0	0.0	0.0	0.0
FLI1	0.0	0.0	0.0	0.009589256	0.0	0.0
SENCR	0.0	0.0	0.0	0.0	0.0	0.0
KCNJ1	0.0	0.0	0.0	0.009589256	0.0	0.0
RP11-740D6.3	0.0	0.0	0.0	0.0	0.0	0.0
KCNJ5	0.0	0.0	0.0	0.0	0.0	0.0
C11orf45	0.011253914	0.012672149	0.047439908	0.028767769	0.087837576	0.081575944
TP53AIP1	0.090031315	0.050688598	0.037951926	0.095892563	0.098817273	0.142757902
ARHGAP32	84.19053342	85.6383857	55.34339629	51.216218	98.37808505	85.17548226
RNU6-876P	0.0	0.0	0.018975963	0.0	0.0	0.0
RNU6-874P	0.0	0.0	0.0	0.009589256	0.010979697	0.0
ZNF123P	0.0	0.0	0.0	0.0	0.0	0.0
BARX2	0.393887003	0.266115138	0.132831741	0.134249588	0.362330001	0.55063762
RPS27P20	0.0	0.012672149	0.0	0.0	0.0	0.0
RP11-237N19.3	0.011253914	0.050688598	0.0	0.0	0.0	0.0
LINC01395	0.078777401	0.076032896	0.009487982	0.0	0.010979697	0.020393986
RP11-507F16.1	0.067523486	0.025344299	0.0	0.0	0.021959394	0.050984965
TMEM45B	25.22002211	24.95146219	3.301817574	3.548024838	17.1722461	17.41646399
NFRKB	96.80617143	90.93534416	68.65503439	72.05367198	96.47859747	95.92311285
PRDM10	32.19744902	32.00984941	23.35941054	22.90873335	26.54890733	23.89155452
LINC00167	1.384231468	1.0771327	1.100605858	1.121942989	1.24070576	1.284821114
RP11-567M21.3	0.033761743	0.012672149	0.037951926	0.0	0.032939091	0.020393986
TCEB2P2	0.011253914	0.0	0.0	0.0	0.0	0.0
RP11-679I18.4	0.022507829	0.0	0.0	0.0	0.0	0.0
APLP2	603.26608	586.3656974	677.5557374	683.4454764	406.7758142	411.4792572
RPL34P21	0.0	0.0	0.047439908	0.009589256	0.0	0.010196993
AP003041.1	0.0	0.0	0.0	0.0	0.0	0.0
ST14	209.7842178	193.1362291	196.1260663	213.1787572	154.1769052	164.9567552
ZBTB44	66.57815743	67.33980196	65.36270479	63.63430494	57.59949042	52.67766567
RP11-567O18.1	0.0	0.0	0.009487982	0.009589256	0.0	0.010196993
DDX18P5	0.022507829	0.038016448	0.085391834	0.057535538	0.021959394	0.050984965
RN7SL778P	0.0	0.0	0.028463945	0.0	0.010979697	0.0
RP11-121M22.1	0.573949633	0.557574574	0.626206781	0.738372737	0.702700607	0.876941395
ADAMTS8	0.270093945	0.253442988	2.941274276	3.787756246	0.120776667	0.142757902
ADAMTS15	2.498368991	2.724512123	3.482089223	3.260347149	2.195939398	1.988413629
RP11-535N6.2	0.0	0.0	0.0	0.0	0.0	0.0
BAK1P2	0.011253914	0.0	0.0	0.0	0.0	0.0
AP004371.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR8052	0.0	0.0	0.0	0.0	0.0	0.0
C11orf44	0.0	0.0	0.0	0.0	0.010979697	0.0
PPP1R10P1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-890B15.2	0.022507829	0.038016448	0.142319723	0.067124794	0.043918788	0.020393986
RP11-890B15.3	11.69281703	11.13881933	12.06871251	13.69345802	9.003351533	8.545080107
SNX19	186.8374864	184.5698561	206.1358868	197.9606075	159.8973273	146.0923182
RN7SL167P	0.0	0.0	0.0	0.0	0.0	0.0
AP002806.1	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.4	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.6	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.7	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.5	0.0	0.0	0.0	0.0	0.0	0.0
NTM	0.0	0.0	0.0	0.0	0.010979697	0.0
RNU6ATAC12P	0.0	0.0	0.0	0.0	0.0	0.0
AP003025.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-217L21.1	0.0	0.0	0.0	0.0	0.0	0.0
NTM-AS1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-651K21.1	0.0	0.0	0.0	0.0	0.0	0.0
AP004372.1	0.765266177	0.722312516	1.888108325	1.783601675	2.492391217	2.50846027
RP11-697E14.2	0.0	0.0	0.0	0.0	0.0	0.0
NTM-IT	0.0	0.0	0.0	0.0	0.0	0.0
RP11-684N3.1	0.0	0.0	0.0	0.0	0.0	0.0
OPCML	0.0	0.0	0.0	0.0	0.0	0.0
RP11-654C20.1	0.0	0.0	0.0	0.009589256	0.0	0.0
OPCML-IT2	0.0	0.0	0.0	0.0	0.0	0.0
AP004782.1	0.146300887	0.202754391	0.161295686	0.124660332	0.098817273	0.183545873
AP003972.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-861E23.2	0.0	0.0	0.0	0.0	0.0	0.0
OPCML-IT1	0.0	0.0	0.0	0.0	0.0	0.0
AP005638.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-448P19.1	0.011253914	0.012672149	0.0	0.019178513	0.021959394	0.0
SPATA19	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259P6.3	0.011253914	0.0	0.0	0.0	0.0	0.0
MIR4697HG	5.278085841	5.322302752	8.235567972	7.776886875	7.290518803	7.127698084
MIR4697	0.0	0.0	0.0	0.0	0.0	0.0
IGSF9B	5.762004159	4.752056028	7.476529449	6.511105041	7.19170153	6.403711584
RP11-713P17.5	0.0	0.0	0.0	0.0	0.0	0.030590979
RP11-713P17.3	0.438902661	0.443525229	0.635694763	0.584944635	0.559964547	0.560834613
RP11-713P17.4	0.348871346	0.405508781	0.284639446	0.278088433	0.208614243	0.234530838
JAM3	11.62529355	11.63303316	2.685098774	2.742527307	4.040528493	3.701508447
PTP4A2P2	0.045015657	0.038016448	0.047439908	0.019178513	0.0	0.0
NCAPD3	769.1487778	790.4379915	101.0659793	99.76662275	135.5553391	131.6431792
RP11-700F16.2	0.483918318	0.43085308	0.047439908	0.067124794	0.054898485	0.040787972
RP11-700F16.3	0.157554801	0.152065793	0.018975963	0.009589256	0.032939091	0.040787972
VPS26B	334.7364291	324.5210742	94.67107975	96.40079378	115.3526966	119.0498929
THYN1	57.05734587	57.51888617	38.19861366	41.23380217	35.62911674	38.97290712
ACAD8	124.6371017	124.1237035	52.68676146	54.21765523	43.39176251	43.37800808
GLB1L3	0.213824373	0.253442988	0.018975963	0.009589256	0.032939091	0.010196993
AP000859.4	0.0	0.012672149	0.0	0.0	0.0	0.0
GLB1L2	74.28708877	73.87863105	38.95765218	41.87628235	48.73887495	49.32285499
B3GAT1	1.868149786	1.837461664	0.702110634	0.882211581	0.735639698	0.887138388
RP11-627G23.1	2.093228073	2.040216055	1.726812639	1.428799192	2.547289702	2.742991108
AP004550.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-469N6.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-469N6.2	0.011253914	0.0	0.0	0.0	0.0	0.0
RP11-469N6.1	0.0	0.012672149	0.0	0.0	0.0	0.0
RP11-555G19.1	0.0	0.012672149	0.0	0.0	0.021959394	0.0
RP11-555G19.2	0.0	0.0	0.0	0.0	0.0	0.0
AP005135.2	0.0	0.0	0.0	0.0	0.0	0.0
DDX11L8	0.067523486	0.050688598	0.028463945	0.067124794	0.076857879	0.081575944
AC215219.2	0.236332202	0.139393643	0.199247612	0.18219587	0.208614243	0.132560909
AC215219.1	0.0	0.012672149	0.009487982	0.009589256	0.010979697	0.0
FAM138D	0.0	0.0	0.0	0.0	0.0	0.0
IQSEC3	0.056269572	0.025344299	0.037951926	0.028767769	0.0	0.050984965
RP11-598F7.3	0.0	0.0	0.009487982	0.009589256	0.054898485	0.071378951
RP11-598F7.4	0.011253914	0.0	0.009487982	0.009589256	0.0	0.010196993
RP11-598F7.5	0.0	0.0	0.0	0.019178513	0.0	0.0
RP11-598F7.6	0.0	0.0	0.009487982	0.0	0.0	0.0
SLC6A12	0.033761743	0.126721494	0.056927889	0.210963639	0.32939091	0.316106782
RP11-283I3.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-283I3.2	0.0	0.012672149	0.018975963	0.028767769	0.0	0.0
SLC6A13	0.090031315	0.114049345	0.113855778	0.18219587	0.186654849	0.132560909
RP11-283I3.4	0.0	0.0	0.018975963	0.0	0.021959394	0.0
RP11-283I3.6	3.623760428	3.21872595	2.96973822	3.452132275	3.700157886	3.905448307
KDM5A	66.34182523	66.71886664	60.18226688	55.36836599	63.21011558	54.65588231
CCDC77	13.00952501	13.39446192	11.05349849	10.68243154	16.34876882	15.44844435
B4GALNT3	4.83918318	4.2831865	1.337805396	1.27537109	4.402858494	5.078102498
NINJ2	0.0	0.012672149	0.0	0.0	0.0	0.0
RP5-1154L15.2	0.0	0.0	0.0	0.0	0.0	0.0
RNU7-103P	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1154L15.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-218M22.1	0.0	0.0	0.037951926	0.028767769	0.0	0.0
RP11-218M22.2	0.0	0.0	0.0	0.0	0.0	0.0
WNK1	227.2953086	231.9256785	248.7369239	241.4670634	241.5423541	219.8471684
RNU4ATAC16P	0.0	0.0	0.009487982	0.0	0.010979697	0.0
RAD52	11.36645352	11.7470825	14.53558771	14.27840266	13.05485972	12.99096904
RP11-359B12.2	3.86009263	3.991727064	4.800918657	4.669967828	6.027853649	5.965240886
ERC1	47.28894819	48.58502083	45.17228009	42.30779888	51.96690586	46.63084884
HTR1DP1	0.0	0.0	0.0	0.009589256	0.0	0.0
RP5-951N9.1	0.011253914	0.012672149	0.009487982	0.009589256	0.0	0.0
RP5-951N9.2	0.0	0.012672149	0.0	0.009589256	0.010979697	0.0
LINC00942	0.146300887	0.164737942	0.037951926	0.028767769	0.208614243	0.122363916
WNT5B	0.0	0.0	0.0	0.019178513	0.021959394	0.020393986
FBXL14	14.63008868	12.50741147	10.40831574	11.40162576	11.74827578	12.54230135
MIR3649	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOR2	102.1855425	101.4785725	95.3162625	97.19670205	101.9135475	100.6035326
RP11-288K12.1	0.0	0.088705046	0.047439908	0.047946282	0.076857879	0.030590979
RPS4XP14	0.011253914	0.012672149	0.009487982	0.019178513	0.021959394	0.040787972
CACNA2D4	0.135046972	0.126721494	0.778014486	1.01646117	0.10979697	0.152954895
LRTM2	0.0	0.0	0.047439908	0.057535538	0.032939091	0.020393986
RP5-1096D14.3	0.0	0.0	0.009487982	0.009589256	0.0	0.0
LINC00940	2.768462936	2.496413434	3.27335363	3.567203351	5.907076982	6.04681683
DCP1B	17.27475856	17.39886114	19.00442701	19.69633248	19.3352464	19.88413629
CACNA1C	0.168808716	0.126721494	0.094879815	0.095892563	0.21959394	0.224333845
RP5-1096D14.6	0.045015657	0.063360747	0.104367797	0.115071076	0.142736061	0.112166923
CACNA1C-IT1	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1C-IT2	0.0	0.0	0.0	0.0	0.0	0.0
RP1-53O8.2	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1C-AS4	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1C-IT3	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1C-AS3	0.0	0.0	0.0	0.0	0.0	0.0
AC007618.3	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1C-AS2	0.033761743	0.025344299	0.0	0.0	0.0	0.010196993
CACNA1C-AS1	0.045015657	0.063360747	0.018975963	0.009589256	0.076857879	0.020393986
RP11-986G18.2	0.022507829	0.0	0.0	0.0	0.054898485	0.010196993
RP11-885B4.1	0.0	0.012672149	0.0	0.0	0.0	0.010196993
IQSEC3P1	0.056269572	0.025344299	0.047439908	0.019178513	0.032939091	0.040787972
RP11-885B4.2	0.045015657	0.038016448	0.009487982	0.028767769	0.054898485	0.030590979
RPL23AP14	0.022507829	0.0	0.009487982	0.009589256	0.0	0.0
CBX3P4	0.146300887	0.126721494	0.237199538	0.201374383	0.307431516	0.193742866
FKBP4	471.966661	469.8326115	343.6072513	354.4189136	545.9434735	575.9873448
RP4-816N1.6	0.416394832	0.519558126	0.550302929	0.46987356	0.461147274	0.509849648
RP4-816N1.7	0.0	0.0	0.0	0.0	0.0	0.010196993
ITFG2	13.86482251	13.50851127	12.9985347	12.16876627	16.15113428	16.05006693
NRIP2	2.464607248	2.116248951	2.001964104	2.061690109	2.294756671	2.192353488
FOXM1	69.57169865	66.59214514	67.19388523	69.95362485	104.6694514	107.2213811
RHNO1	55.2792274	53.81861854	46.31083787	47.50517581	51.43988041	52.4941198
TULP3	36.15882688	35.24124751	32.72404831	32.51716818	29.568324	28.26606451
RP11-372B4.3	0.821535749	0.988427654	1.451661175	1.457566961	0.922294547	0.989108318
RNU6-1315P	0.022507829	0.012672149	0.018975963	0.0	0.010979697	0.020393986
TEAD4	11.37770743	11.15149148	8.918702643	9.963237316	17.47967761	18.66049713
RP11-253E3.3	3.196111682	3.332775294	2.874858405	2.828830614	5.160457586	5.11889047
RP11-253E3.1	0.112539144	0.088705046	0.085391834	0.076714051	0.120776667	0.142757902
TSPAN9	42.34847978	40.71561605	50.82711708	53.27790811	51.03363162	52.74904462
TSPAN9-IT1	0.0	0.0	0.0	0.009589256	0.010979697	0.0
RP11-543P15.3	0.0	0.025344299	0.0	0.019178513	0.0	0.010196993
RP11-543P15.1	40.73917003	41.09578053	46.63342924	48.96274277	43.96270676	48.49689855
RP5-1063M23.1	0.0	0.0	0.009487982	0.0	0.0	0.0
RP5-1063M23.2	0.078777401	0.012672149	0.085391834	0.067124794	0.197634546	0.163151887
RP11-476M19.2	0.0	0.0	0.0	0.0	0.010979697	0.0
PRMT8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-476M19.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-476M19.1	0.0	0.0	0.0	0.0	0.0	0.0
CRACR2A	1.057867951	0.988427654	0.360543298	0.220552895	0.307431516	0.122363916
RP5-1180D12.1	0.078777401	0.088705046	0.009487982	0.019178513	0.043918788	0.040787972
RNU6-174P	0.0	0.0	0.0	0.0	0.0	0.0
PARP11	18.53519697	18.235223	14.26043625	13.92360018	14.27360609	14.02086533
OTUD4P1	0.056269572	0.088705046	0.075903852	0.095892563	0.087837576	0.081575944
RP11-664D1.1	0.033761743	0.050688598	0.056927889	0.076714051	0.043918788	0.050984965
RP11-320N7.2	0.0	0.0	0.0	0.0	0.0	0.0
HSPA8P5	2.025704587	1.875478112	2.020940067	2.042511596	2.426513035	2.40649034
RP11-320N7.1	0.0	0.0	0.0	0.0	0.010979697	0.0
CCND2-AS1	0.0	0.0	0.0	0.0	0.0	0.0
CCND2-AS2	0.0	0.0	0.0	0.0	0.0	0.0
CCND2	0.0	0.0	0.009487982	0.0	0.0	0.010196993
TIGAR	16.72331676	16.41043348	16.85065521	15.40034565	15.62410882	16.19282483
RP11-264F23.1	0.022507829	0.025344299	0.066415871	0.076714051	0.0	0.040787972
FGF23	0.011253914	0.012672149	0.0	0.0	0.010979697	0.0
FGF6	0.0	0.0	0.0	0.019178513	0.010979697	0.0
C12orf4	27.31325018	26.90297319	33.84363013	33.04457728	29.61224279	28.7045352
RAD51AP1	16.5207463	17.27213964	21.81286955	20.24292009	27.51512066	27.87857877
DYRK4	14.67510434	14.67434902	13.17880635	14.47018779	15.48137276	16.85562938
RP11-234B24.5	0.0	0.0	0.0	0.0	0.0	0.0
RP11-500M8.7	0.0	0.0	0.0	0.0	0.0	0.0
AKAP3	0.585203547	0.620935321	0.664158707	0.680837199	0.856416365	0.703592515
RP11-500M8.6	0.0	0.0	0.0	0.0	0.0	0.0
RP11-500M8.4	0.067523486	0.088705046	0.075903852	0.134249588	0.087837576	0.081575944
NDUFA9	21.43870688	21.07378447	19.1657227	19.43742256	21.37747004	23.9221455
RP11-234B24.6	0.0	0.0	0.0	0.0	0.0	0.0
RP11-234B24.2	0.045015657	0.050688598	0.028463945	0.086303307	0.032939091	0.020393986
GALNT8	0.045015657	0.025344299	0.037951926	0.057535538	0.010979697	0.030590979
RP11-234B24.4	0.0	0.0	0.0	0.0	0.0	0.0
KCNA6	0.0	0.0	0.0	0.0	0.0	0.0
RP3-377H17.2	0.0	0.0	0.0	0.0	0.0	0.0
KCNA1	0.0	0.0	0.0	0.009589256	0.0	0.0
RP11-429A20.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-429A20.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-429A20.2	0.0	0.0	0.0	0.0	0.0	0.0
KCNA5	0.0	0.0	0.0	0.009589256	0.0	0.0
RP11-319E16.1	0.067523486	0.050688598	0.085391834	0.057535538	0.032939091	0.020393986
RP11-1038A11.3	2.262036789	2.052888204	2.390971347	2.176761184	3.579381219	3.517962574
RP11-319E16.2	0.045015657	0.063360747	0.094879815	0.028767769	0.032939091	0.030590979
RP11-1038A11.2	0.022507829	0.0	0.047439908	0.028767769	0.054898485	0.061181958
RP11-1038A11.1	0.427648746	0.228098689	0.265663483	0.345213227	0.69172091	0.601622585
NTF3	0.168808716	0.126721494	0.075903852	0.028767769	0.21959394	0.295712796
ANO2	0.247586116	0.304131586	0.12334376	0.095892563	0.735639698	0.571031606
RP11-592H6.3	0.0	0.0	0.0	0.0	0.0	0.0
VWF	6.684825137	7.438551703	2.125307864	2.732938051	14.54809851	13.88830442
RN7SL69P	0.0	0.0	0.0	0.0	0.0	0.0
RP3-454B23.1	0.033761743	0.025344299	0.028463945	0.047946282	0.010979697	0.020393986
CD9	740.6876284	703.9885883	392.033909	388.8731115	411.7276575	422.5022066
RP1-96H9.5	0.0	0.0	0.0	0.009589256	0.0	0.0
PLEKHG6	2.914763823	2.547102031	2.912810331	2.569920694	1.998304853	2.120974537
TNFRSF1A	100.7788032	95.80144953	76.36876337	81.40319689	68.03020256	70.93028308
RN7SL391P	0.0	0.0	0.0	0.009589256	0.010979697	0.010196993
SCNN1A	98.4267351	91.97446041	279.7151836	302.0040385	123.3239566	124.8213909
LTBR	198.72162	191.2734232	157.1304622	167.4092368	140.2656291	151.3641636
RP1-102E24.8	2.442099419	2.293659043	2.115819882	2.560331437	1.976345459	2.151565516
RP1-102E24.1	0.922820979	0.823689712	0.825454394	0.824676043	0.944253941	0.75457748
RP1-102E24.9	0.0	0.012672149	0.018975963	0.009589256	0.0	0.010196993
CD27-AS1	42.92242942	42.27429043	26.89842765	26.52388298	37.91289371	42.40929375
CD27	1.08037578	0.925066907	0.721086597	0.690426455	1.02111182	0.815759437
TAPBPL	10.78124997	10.7206384	8.833310809	9.37829268	9.255884564	10.07462905
VAMP1	8.856830611	8.756455241	8.77638292	9.167329041	10.78206245	10.60487269
RP1-102E24.10	0.348871346	0.342148034	0.351055317	0.383570253	0.384289395	0.407879719
RP1-102E24.6	0.022507829	0.025344299	0.066415871	0.019178513	0.032939091	0.020393986
MRPL51	180.8053883	174.6602353	151.1435458	153.4856366	159.908307	175.2761121
NCAPD2	127.7994516	126.5947726	129.4065802	132.3796835	179.6717616	181.231156
SCARNA10	0.0	0.012672149	0.028463945	0.028767769	0.021959394	0.050984965
RP5-940J5.3	0.663980948	0.658951769	0.996238061	1.304138859	1.043071214	0.989108318
GAPDH	1681.739948	1637.81195	1669.343935	1924.189762	1965.892787	2063.55527
RP5-940J5.9	0.0	0.0	0.0	0.0	0.0	0.0
IFFO1	0.157554801	0.240770839	0.275151465	0.316445459	0.186654849	0.203939859
RP5-940J5.8	0.033761743	0.0	0.0	0.0	0.010979697	0.0
NOP2	116.6243146	115.2785432	98.02982522	103.0557377	105.7235023	111.8610129
CHD4	226.9914529	228.2634273	230.4535835	227.7544268	287.2727921	280.4886856
RP5-940J5.6	1.08037578	1.127821297	1.366269341	1.390442166	1.218746366	0.958517339
LPAR5	0.202570459	0.126721494	0.075903852	0.076714051	0.098817273	0.061181958
ACRBP	0.461410489	0.43085308	0.24668752	0.278088433	0.351350304	0.346697761
ING4	32.14117945	30.9834053	35.31426727	36.51588806	25.22036399	26.79769752
RP4-761J14.8	0.292601774	0.405508781	0.294127428	0.393159509	0.307431516	0.152954895
ZNF384	37.31798006	35.2919361	35.02962783	36.97617237	35.14601007	32.88530232
PIANP	0.517680061	0.494213827	0.882382283	1.083585964	0.625842729	0.571031606
RNU6-781P	0.0	0.0	0.0	0.028767769	0.032939091	0.0
RP4-761J14.9	0.270093945	0.253442988	0.455423114	0.268499177	0.263512728	0.356894754
COPS7A	108.2288945	103.9496416	111.6450787	113.882008	120.7656872	128.3495505
RP4-761J14.10	0.123793058	0.164737942	0.218223575	0.239731408	0.142736061	0.193742866
MLF2	401.5734266	381.4950579	381.1986341	390.8868553	385.5410802	421.7068412
PTMS	398.6811706	372.9920457	428.2210706	431.8809261	419.5891205	479.2688665
LAG3	0.697742691	0.570246723	1.11009384	1.160300015	0.812497577	0.815759437
RN7SL380P	0.0	0.0	0.0	0.0	0.0	0.0
CD4	1.935673272	1.951511009	1.821692455	1.841137213	0.966213335	1.111472233
GPR162	0.022507829	0.0	0.037951926	0.009589256	0.032939091	0.040787972
P3H3	0.033761743	0.038016448	0.113855778	0.095892563	0.10979697	0.163151887
GNB3	0.506426147	0.405508781	0.730574578	0.882211581	0.757599092	0.785168459
CDCA3	26.45795269	25.19223302	35.92149809	37.46522444	39.92217826	44.24475249
USP5	222.6924576	218.657938	206.1643508	219.1528639	189.6523061	197.169056
TPI1	757.6697851	729.9918388	840.2556447	918.5644521	884.8647603	924.9386411
SPSB2	11.89538749	11.43027877	13.52037369	13.36742331	9.025310927	10.23778094
U47924.6	2.993541223	2.559774181	2.874858405	2.617866975	2.459452126	2.763385094
LRRC23	12.9194937	12.20327988	16.02520081	16.0044688	10.2111182	11.87949681
DSTNP2	4.816675352	4.954810419	5.246853789	4.756271134	5.138498192	5.414603266
U47924.32	0.157554801	0.190082241	0.189759631	0.316445459	0.164695455	0.142757902
ENO2	15.83425752	15.04184135	13.72910928	15.17979275	47.4652301	48.16039779
ATN1	280.9202106	268.8903383	311.4619698	330.0526133	288.2280257	292.4191673
C12orf57	80.08285468	74.43620563	73.01950589	79.77302332	49.73802737	60.74348711
U47924.31	7.810216575	8.122847771	5.237365807	5.130252131	4.798127585	5.39420928
RNU7-1	0.0	0.0	0.0	0.0	0.0	0.0
PTPN6	61.96405254	60.15469324	72.66845058	76.51267617	58.09357678	63.00721955
U47924.27	4.569089235	4.536629488	5.25634177	4.391879394	3.667218795	4.354115997
MIR200C	0.101285229	0.038016448	0.047439908	0.028767769	0.054898485	0.071378951
MIR141	0.101285229	0.076032896	0.132831741	0.086303307	0.043918788	0.081575944
U47924.29	0.303855688	0.126721494	0.227711557	0.268499177	0.274492425	0.224333845
PHB2	255.2162701	242.4308903	288.3492468	291.1010541	267.8936269	284.4859068
SCARNA12	0.123793058	0.050688598	0.066415871	0.095892563	0.175675152	0.112166923
EMG1	18.37764217	18.59004318	19.09930683	18.87165644	17.50163701	17.13094819
RP3-461F17.3	0.607711376	0.519558126	0.768526504	0.968514888	0.966213335	0.622016571
LPCAT3	52.25192443	53.00760098	37.51547899	37.63783105	49.46353495	49.4452189
C1S	0.832789664	1.001099803	1.527565027	1.515102498	0.845436668	0.856547409
RP3-461F17.1	0.011253914	0.038016448	0.018975963	0.057535538	0.043918788	0.061181958
RP3-461F17.2	0.0	0.0	0.0	0.019178513	0.0	0.0
C1R	3.072318624	3.307430996	5.341733604	6.06999925	7.016026378	7.657941719
C1RL	76.20025422	75.72876487	81.00838634	83.07172749	63.80301922	64.72031437
C1RL-AS1	6.245922477	5.854533027	6.85981065	7.134406702	9.738991232	8.402322205
ABC12-49244600F4.4	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-485P	0.0	0.050688598	0.047439908	0.076714051	0.076857879	0.061181958
RBP5	2.937271651	2.851233617	4.601671044	5.590536434	7.433254864	6.271150675
RP11-273B20.1	1.890657615	1.672723722	2.599706941	2.713759538	3.282929401	3.273234743
CLSTN3	43.24879293	40.38614017	68.6455464	75.06469847	68.64506559	68.91127848
RP11-273B20.3	0.011253914	0.063360747	0.094879815	0.038357025	0.054898485	0.081575944
PEX5	77.49445437	74.67697647	84.86050685	85.46904157	85.98200714	87.97965533
RP11-185H22.1	0.011253914	0.0	0.0	0.0	0.0	0.0
ACSM4	0.056269572	0.063360747	0.24668752	0.239731408	0.043918788	0.030590979
CD163L1	2.34081419	2.496413434	5.967940385	6.127534788	1.24070576	1.254230135
RP11-157G21.2	0.0	0.0	0.018975963	0.019178513	0.021959394	0.030590979
CD163	0.0	0.012672149	0.0	0.009589256	0.010979697	0.0
GAPDHP31	0.0	0.0	0.0	0.0	0.0	0.0
NIFKP3	0.0	0.0	0.0	0.009589256	0.0	0.0
RP11-444J21.2	0.0	0.0	0.028463945	0.0	0.0	0.010196993
APOBEC1	0.0	0.0	0.0	0.0	0.0	0.0
GDF3	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3	0.0	0.0	0.0	0.0	0.0	0.0
CLEC4C	0.011253914	0.0	0.028463945	0.009589256	0.0	0.0
NANOGNB	0.0	0.0	0.0	0.0	0.0	0.0
NANOG	0.022507829	0.012672149	0.037951926	0.019178513	0.0	0.0
SLC2A14	0.765266177	0.785673263	0.265663483	0.239731408	0.0	0.0
RP11-277J24.1	0.011253914	0.0	0.0	0.0	0.0	0.0
RP11-815D16.1	0.0	0.0	0.0	0.0	0.0	0.0
NANOGP1	0.112539144	0.126721494	0.113855778	0.153428101	0.0	0.0
RP11-277E18.2	0.0	0.0	0.0	0.009589256	0.0	0.0
SLC2A3	21.22488251	20.70629213	1.992476122	2.080868621	0.0	0.020393986
RP11-69M1.1	0.011253914	0.012672149	0.0	0.0	0.0	0.0
RP11-69M1.8	0.0	0.0	0.0	0.0	0.0	0.0
